"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"Cd34",0.569970920732048,0.722903476511204,0.600069459308117,0.504866847605782,0.460518847611509,0.764193713920372,0.533863336358491,0.493091446461533,0.730767452131964,0.430796749035396,0.477954124729798,0.606831385105518,0.636929923681587,0.750192639387143,0.535819049120236,0.527101410561091,0.446276313391941,0.687656482274668,0.672176917918123,0.510768183266161,0.549342900715036,0.322205266051877,0.504141237782378,0.596500276409439,0.823672108447744,0.692327714996706,0.6801758738525,0.749816199387187,0.521952954900624,0.596876716409395,0.537056079257213,0.630167997884187,0.670221205156378,0.414940744678894,0.325398008950599,0.661127126597277,0.615549023664663,0.339640543170167,0.568256667656642,0.663082839359022,0.322205266051877,0.704479556140912,0.517153669063605,0.58582692508855,0.651172457901155,0.599215796369733,0.614311993527685,0.596023053471011,0.588159077850251,0.720229081124692,0.414940744678894,0.629314334945802,0.554867796375459,0.447855586153729,0.69084922517339,0.550444950538396,0.640122666580309,0.68641945213769,0.519620802138923,0.569110330595027,0.552535643613758,0.573916543630683,0.608787097867262,0.609163537867219,0.675369660816845,0.866365513731302,0.639987686266691,0.601682929445051,0.491854416324555,0.486194540350515,0.633360740782909,0.545773717816358,0.579064999291149,0.664319869495999,0.575495816392471,0.531907623596747,0.498616342121955,0.64355686916537,0.624643102223764,0.504141237782378,0.674132630679867,0.564822465071582,0.540625262155892,0.631353216091458,0.494554082206317,0.562829146498119,0.492890191127605,0.665824048560755,0.384585944165113,0.524816792612979,0.620346322541791,0.648980407912858,0.72383336075968,0.445887772478346,0.557519801598263,0.501527318184886,0.523048969128967,0.616804801125947,0.56852669514793,0.58817071575488
"Fam107b",0.548105870578059,0.670563447781189,0.560016252035926,0.535819049120236,0.794634495121253,0.693181377935091,0.757431788122972,0.768481579443818,0.540967504780702,0.532249866221558,0.579064999291149,0.743907936528172,0.565541147696349,0.797350015081546,0.732858145207326,0.627835845122486,0.73114389213192,0.631747270645975,0.579064999291149,0.486329520664132,0.673790388055056,0.608787097867262,0.763333123783351,0.566778177833326,0.814059682376432,0.814059682376432,0.719710733612482,0.611119250628963,0.551298613476781,0.600445899308074,0.663082839359022,0.6598900964603,0.590114790611995,0.736292347792387,0.560016252035926,0.672176917918123,0.668607735019444,0.581020712052894,0.630167997884187,0.632123710645931,0.62302963208683,0.694041968072112,0.785198173937341,0.745521406665105,0.612356280765941,0.72438196633452,0.558060539274181,0.697987590970746,0.697852610657129,0.540967504780702,0.602401612069818,0.511245406204589,0.619836889188108,0.605217914968584,0.769960069267134,0.68641945213769,0.614311993527685,0.659171413835532,0.709037382291592,0.560392692035882,0.546150157816314,0.668607735019444,0.644410532103754,0.756194757985995,0.76031997538977,0.737529377929364,0.906795161003449,0.757431788122972,0.691225665173346,0.631270047707546,0.678938843715523,0.701556773869425,0.720470540811031,0.645647562240732,0.52476925779939,0.724140506648181,0.464088030510187,0.827207093971277,0.675746100816801,0.708660942291636,0.502527767645445,0.586545607713317,0.614311993527685,0.622855287482594,0.590187544540429,0.772755819462782,0.597160780518998,0.664160157482042,0.734487316602512,0.450844179671366,0.695199275388613,0.662143328696493,0.706989720111784,0.662143328696493,0.539892609776863,0.736504145388061,0.630216727211118,0.865235964131005,0.637189963189687,0.849625601095154
"Prkcq",0.117309121542663,0.168035680135744,0.297631623136231,0.292483167475764,0.259191886000973,0.180322501593567,0.255622703102295,0.255622703102295,0.26434034166144,0.273057980220584,0.180322501593567,0.237810985984049,0.201326961610536,0.231049060186648,0.225900604526182,0.231049060186648,0.21004460016968,0.234618243085327,0.138313581559631,0.255622703102295,0.318636083153199,0.276627163119263,0.297631623136231,0.192609323051391,0.220375708865759,0.237810985984049,0.21004460016968,0.27786419325624,0.168035680135744,0.187084427390968,0.168035680135744,0.10502230008484,0.171604863034423,0.328590751849321,0.222331421627504,0.201326961610536,0.255622703102295,0.216806525967081,0.309918444594054,0.213613783068359,0.201326961610536,0.292483167475764,0.252053520203616,0.180322501593567,0.222331421627504,0.147031220118776,0.222331421627504,0.180322501593567,0.35192736462799,0.327353721712344,0.339640543170167,0.276627163119263,0.304393548933631,0.192609323051391,0.229093347424904,0.243335881644472,0.0542957414917592,0.330922904611022,0.222331421627504,0.280196346017941,0.126026760101808,0.267909524560118,0.252053520203616,0.21004460016968,0.126026760101808,0.243335881644472,0.126026760101808,0.147031220118776,0.222331421627504,0.243335881644472,0.231049060186648,0.126026760101808,0.159318041576599,0.180322501593567,0.330922904611022,0.222331421627504,0.225900604526182,0.213613783068359,0.171604863034423,0.330922904611022,0.126026760101808,0.252053520203616,0.234618243085327,0.238269343317481,0.185957579768366,0.332274180615998,0.223969933653507,0.194947644532485,0.306932611359238,0.238269343317481,0.28527176196674,0.173286795139986,0.250940127945861,0.232959998417625,0.294261826730858,0.29794254659512,0.306932611359238,0.232959998417625,0.14263588098337,0.259930192709979
"Vim",0.300057159732399,0.225900604526182,0.285344801678408,0.250097807441872,0.213613783068359,0.213613783068359,0.355120107526712,0.381649463204103,0.364214186085813,0.259191886000973,0.26434034166144,0.506096950544123,0.276627163119263,0.288913984577086,0.437558674832796,0.385218646102781,0.383262933341037,0.318636083153199,0.376501007543636,0.259191886000973,0.255622703102295,0.41298503191715,0.204896144509214,0.355120107526712,0.309918444594054,0.481523307628477,0.334115647509744,0.297631623136231,0.309918444594054,0.26434034166144,0.37612456754368,0.372931824644958,0.276627163119263,0.180322501593567,0.35192736462799,0.337684830408422,0.393936284661926,0.309918444594054,0.309918444594054,0.470473516307631,0.418509927577572,0.276627163119263,0.385218646102781,0.35192736462799,0.367406928984535,0.469236486170653,0.355496547526668,0.381649463204103,0.297631623136231,0.204896144509214,0.273057980220584,0.309918444594054,0.403890953358048,0.255622703102295,0.255622703102295,0.400698210459326,0.334115647509744,0.518383772001946,0.255622703102295,0.343209726068845,0.411371561780216,0.227002654349542,0.364214186085813,0.343209726068845,0.259191886000973,0.474419139206265,0.349971651866245,0.318636083153199,0.406223106119749,0.343209726068845,0.171604863034423,0.357075820288457,0.252053520203616,0.548105870578059,0.280196346017941,0.318636083153199,0.372931824644958,0.330922904611022,0.406223106119749,0.285344801678408,0.192609323051391,0.255622703102295,0.402653923221071,0.341264245380116,0.276281697202622,0.254620847810123,0.276281697202622,0.207618429160865,0.28527176196674,0.397256728793493,0.28527176196674,0.353935030008497,0.451232383421321,0.229279278553363,0.371915159536733,0.232959998417625,0.207618429160865,0.27260097733836,0.375595879400995,0.487580846227748
"Cacnb2",0.874263686727207,0.943492977257249,0.909134240963787,0.724140506648181,0.59883242917114,0.779154930764707,0.706570249216274,0.778812688139897,0.794634495121253,0.835312529278376,0.829787633617953,0.855349919785601,0.912226200924037,0.722903476511204,0.844541588151094,0.809636836539369,0.696374120833813,0.72438196633452,0.704238096454573,0.90398578530332,0.75423904522425,0.835924732530422,0.569110330595027,0.84368792521271,0.887027731123459,0.6066964047919,0.736427328106004,0.694418408072068,0.649558987764221,0.777199218002963,0.936219631146274,0.802149300918566,0.638031973504947,0.917751096584459,0.698329833595557,0.95437010127159,0.586203365088506,1.01662367412395,0.861593498070791,0.845018811089523,0.7795382979633,0.694418408072068,0.802874910741969,0.539011792018958,0.692327714996706,0.806444093640647,0.817252425275154,0.634462790606268,0.680894556477268,0.625745152047124,0.760865990708033,0.832731989631699,0.724859189272948,0.728086129546816,0.829539246732978,0.783961143800363,0.750669862325572,0.617881176426363,0.779154930764707,0.681996606300627,0.760147308083266,0.774006475104241,0.787530326699041,0.92708093839565,0.727709689546859,0.753862605224294,0.61626770628943,0.724516946648137,0.592830310572289,0.890220474022181,0.865888290792873,0.795394302319802,0.82992261393157,0.650796017901198,1.00705237262642,0.817252425275154,0.721673373572863,0.8394939154291,0.856068602410369,0.744291303726764,0.968954878115969,0.797350015081546,0.726472659409882,0.706989720111784,0.761457510894866,0.949584136018613,0.841597150664372,0.968723002348895,0.825947922917107,0.85875486430769,0.730175262134577,0.763121401973579,0.741813490287917,0.939561514779454,0.970351627384489,0.900059734307138,0.784643052917659,0.889301846059007,0.679631322069475,0.701680375211928
"Plxdc2",0.523915594861005,0.489387283249237,0.510391743266205,0.515439415988199,0.459423724986785,0.517530109063561,0.53544260912028,0.466427110470524,0.65708072076017,0.536202416318828,0.531053960658362,0.569110330595027,0.749338976448759,0.480669644690092,0.543205801802568,0.615549023664663,0.473907718892692,0.374966348973371,0.333638424571316,0.530294153459813,0.339640543170167,0.503152594530376,0.59883242917114,0.497002871985022,0.262384628899695,0.381649463204103,0.381172240265675,0.380070190442315,0.461620897434868,0.514814589103268,0.328967191849277,0.410894338841787,0.467280773408909,0.530670593459769,0.596500276409439,0.365827656222747,0.495047159223277,0.627835845122486,0.495047159223277,0.423181160299611,0.386455676239759,0.318636083153199,0.489522263562854,0.585691944774932,0.497935346490075,0.473907718892692,0.460518847611509,0.461278654810058,0.416177774815872,0.441853467554878,0.587782637850294,0.395173314798904,0.591976647633904,0.425271853374973,0.364214186085813,0.410894338841787,0.428464596273695,0.475998411968054,0.48423882758877,0.301200806034909,0.509289693442845,0.390024859138437,0.541523539285799,0.546571212007794,0.526247747622706,0.361404810385684,0.400698210459326,0.377738037680614,0.568256667656642,0.483997367902431,0.554867796375459,0.582634182189828,0.659036433521915,0.417656264639188,0.647126052064048,0.377738037680614,0.600445899308074,0.496284189360255,0.391980571900182,0.586451751973481,0.41974695771455,0.400698210459326,0.367406928984535,0.490873362342055,0.605409703826325,0.669504768425017,0.486700506322539,0.644163199168256,0.673933773419664,0.531686096186249,0.60084150038326,0.610968054027718,0.496570910991867,0.737779832716819,0.438949802542896,0.870794314332398,0.454524899535628,0.306932611359238,0.398532416122251,0.456541728321177
"Surf4",0.180322501593567,0.171604863034423,0.126026760101808,0.147031220118776,0.10502230008484,0.0840178400678722,0.0963046615256953,0.0840178400678722,0.147031220118776,0.147031220118776,0.0630133800509041,0.138313581559631,0.0420089200339361,0.192609323051391,0.0630133800509041,0.10502230008484,0.0840178400678722,0.0840178400678722,0.117309121542663,0.0840178400678722,0.126026760101808,0.117309121542663,0.150600403017455,0.168035680135744,0.0840178400678722,0.147031220118776,0.0840178400678722,0.0753002015087273,0.0840178400678722,0.0420089200339361,0.0840178400678722,0.0840178400678722,0.10502230008484,0.10502230008484,0.126026760101808,0.0840178400678722,0.10502230008484,0.180322501593567,0.0630133800509041,0.0630133800509041,0.10502230008484,0.168035680135744,0.126026760101808,0.10502230008484,0.0630133800509041,0.0753002015087273,0.147031220118776,0.138313581559631,0.117309121542663,0.168035680135744,0.0630133800509041,0.159318041576599,0.0630133800509041,0.147031220118776,0.180322501593567,0.147031220118776,0.171604863034423,0.117309121542663,0.0420089200339361,0.117309121542663,0.168035680135744,0.10502230008484,0.0630133800509041,0.138313581559631,0.234618243085327,0.126026760101808,0.168035680135744,0.126026760101808,0.138313581559631,0.117309121542663,0.147031220118776,0.147031220118776,0.10502230008484,0.309918444594054,0.0963046615256953,0.0840178400678722,0.189040140152712,0.159318041576599,0.129595943000487,0.0630133800509041,0.0840178400678722,0.168035680135744,0.0840178400678722,0.12996509635499,0.12996509635499,0.12996509635499,0.173286795139986,0.0649825481774949,0,0.151625945747488,0.0866433975699932,0.0649825481774949,0.176967515004248,0.0866433975699932,0.108304246962491,0.12996509635499,0.207618429160865,0.120975031590872,0.108304246962491,0.0433216987849966
"Set",0.898460889642897,0.726096219409926,0.828309143794636,0.632123710645931,0.820821608173833,0.842686658327822,0.554867796375459,0.713332175013674,0.824014351072555,0.73790581792932,0.81639876233677,0.96195149263223,0.644410532103754,0.733234585207282,0.664937769182294,0.796247965258186,0.777199218002963,0.727709689546859,0.806820533640604,0.881744295149375,0.964908472278862,0.850543706749946,0.750669862325572,0.692804937935134,0.856068602410369,0.801772860918609,0.883834988224737,0.614311993527685,0.603638642206796,0.851780736886923,0.808158346716053,0.75423904522425,0.860988222017382,0.781628991038662,0.751046302325528,0.842928118014161,0.687656482274668,0.873503879528658,0.776856975378152,0.793780832182868,0.788632376522401,0.858542662684323,0.773630035104285,0.674132630679867,0.645647562240732,0.668984175019401,0.764193713920372,0.730767452131964,0.671458235293356,0.817117444961537,0.624643102223764,0.753862605224294,0.792678782359508,0.808399806402392,0.742294466391238,0.920695452598206,0.909987903902171,0.74071519362945,0.801396420918653,0.845395251089479,0.797108555395207,0.925332487945099,0.680894556477268,0.862830528207769,0.707423912154658,0.907419987888381,0.712230125190314,0.801772860918609,0.772050762342496,0.654365200799877,0.65142084478613,0.843781780952545,0.663459279358978,0.850543706749946,0.73790581792932,0.835071069592037,0.919600329973483,0.831494959494722,0.76491239654514,0.613323350275683,0.864067558344746,0.853736449648668,0.714562277952015,0.934640373629553,0.660867641367735,0.638818588225281,0.761457510894866,0.667840877346304,0.71611898332432,0.820250374267295,0.57054352393348,0.836206531336389,0.873442477721619,0.721816531974131,0.700508620288469,0.841911223659794,0.831396466265381,0.749431078991571,0.748786726266486,0.903462057274563
"Ptpa",0.213613783068359,0.25366699034055,0.21004460016968,0.267909524560118,0.159318041576599,0.126026760101808,0.255622703102295,0.201326961610536,0.313111187492776,0.201326961610536,0.183891684492246,0.26434034166144,0.117309121542663,0.117309121542663,0.213613783068359,0.159318041576599,0.168035680135744,0.243335881644472,0.189040140152712,0.285344801678408,0.243335881644472,0.126026760101808,0.117309121542663,0.238187425984005,0.21004460016968,0.192609323051391,0.21004460016968,0.189040140152712,0.234618243085327,0.126026760101808,0.21004460016968,0.0420089200339361,0.189040140152712,0.180322501593567,0.10502230008484,0.243335881644472,0.339640543170167,0.301200806034909,0.171604863034423,0.150600403017455,0.189040140152712,0.201326961610536,0.147031220118776,0.189040140152712,0.0630133800509041,0.108591482983518,0.381649463204103,0.306349261695376,0.243335881644472,0.189040140152712,0.126026760101808,0.10502230008484,0.189040140152712,0.126026760101808,0.288913984577086,0.26434034166144,0.267909524560118,0.180322501593567,0.159318041576599,0.231049060186648,0.222331421627504,0.201326961610536,0.21004460016968,0.285344801678408,0.159318041576599,0.21004460016968,0.126026760101808,0.180322501593567,0.192609323051391,0.26434034166144,0.252053520203616,0.150600403017455,0.213613783068359,0.243335881644472,0.189040140152712,0.243335881644472,0.189040140152712,0.117309121542663,0.0840178400678722,0.10502230008484,0.243335881644472,0.0840178400678722,0.180322501593567,0.306932611359238,0.263610912574241,0.151625945747488,0.164296730375868,0.12996509635499,0.241950063181743,0.185957579768366,0.194947644532485,0.108304246962491,0.216608493924983,0.216608493924983,0.0866433975699932,0.12996509635499,0.164296730375868,0.0433216987849966,0.319603395987618,0.220289213789245
"Pbx3",0.405504423494982,0.400698210459326,0.368339403489588,0.238187425984005,0.355496547526668,0.35192736462799,0.280196346017941,0.379693750442358,0.243335881644472,0.363837746085857,0.414940744678894,0.327353721712344,0.147031220118776,0.343209726068845,0.183891684492246,0.400698210459326,0.325398008950599,0.416177774815872,0.295675910374486,0.381649463204103,0.404267393358005,0.393936284661926,0.440751417731518,0.243335881644472,0.288913984577086,0.192609323051391,0.330922904611022,0.309918444594054,0.276627163119263,0.348358181729312,0.330922904611022,0.418509927577572,0.435945204695862,0.35868929042539,0.540490281842274,0.47637485196801,0.393936284661926,0.370976111883214,0.402653923221071,0.337684830408422,0.281298395841301,0.306349261695376,0.383262933341037,0.327353721712344,0.276627163119263,0.391980571900182,0.301200806034909,0.201326961610536,0.364214186085813,0.405846666119793,0.365451216222791,0.280196346017941,0.41298503191715,0.313487627492732,0.309918444594054,0.24690506454315,0.385218646102781,0.463711590510231,0.192609323051391,0.171604863034423,0.404267393358005,0.325398008950599,0.27110226745884,0.255622703102295,0.339640543170167,0.285344801678408,0.306349261695376,0.330922904611022,0.426750343198289,0.255622703102295,0.316680370391454,0.485092490527155,0.342833286068889,0.301200806034909,0.367783368984492,0.288913984577086,0.418133487577616,0.238187425984005,0.35868929042539,0.297631623136231,0.343209726068845,0.567154617833282,0.318636083153199,0.276281697202622,0.301623266459382,0.504819834299194,0.360908265987066,0.357227546122804,0.431588362814372,0.444259147442752,0.41523685832173,0.198628364396747,0.263610912574241,0.393576008929231,0.404229964772062,0.29794254659512,0.378888395515302,0.241950063181743,0.469212512949557,0.313905847337807
"Hspa5",0.553254326238526,0.481523307628477,0.367406928984535,0.452903258875724,0.45694966471283,0.435945204695862,0.642078379342053,0.50167410470706,0.435467981757434,0.370976111883214,0.496626431985065,0.407460136256727,0.544536687679381,0.45694966471283,0.422079110476251,0.593307533510717,0.39665180462222,0.38878782900146,0.418133487577616,0.521576514900668,0.477235442105031,0.322205266051877,0.355120107526712,0.427227566136717,0.45694966471283,0.469236486170653,0.45694966471283,0.514814589103268,0.385218646102781,0.475998411968054,0.309918444594054,0.43718223483284,0.4938101290863,0.451801209052364,0.502527767645445,0.297631623136231,0.587782637850294,0.544536687679381,0.442707130493263,0.430796749035396,0.497002871985022,0.451801209052364,0.607072844791856,0.651172457901155,0.418133487577616,0.52476925779939,0.397505467560604,0.5005720548837,0.36936264174628,0.385218646102781,0.439514387594541,0.402653923221071,0.514438149103311,0.330922904611022,0.448232026153685,0.526724970561135,0.607550067730285,0.465667303271975,0.402653923221071,0.390367101763248,0.327353721712344,0.416554214815828,0.380070190442315,0.385218646102781,0.491477976324599,0.535819049120236,0.364214186085813,0.391604131900225,0.448232026153685,0.542580974917636,0.243335881644472,0.414940744678894,0.439514387594541,0.440751417731518,0.460518847611509,0.486329520664132,0.547729430578103,0.3344920875097,0.448232026153685,0.488285233425877,0.509289693442845,0.460518847611509,0.364214186085813,0.348237481358686,0.659987301462525,0.388266664029375,0.267291632438503,0.416900749400442,0.451232383421321,0.669504768425017,0.606539049033071,0.525204996362934,0.521524276498672,0.367881501965635,0.397256728793493,0.512534211734554,0.655558296467879,0.572595618762147,0.384585944165113,0.485564017442199
"Cntrl",0.222331421627504,0.288913984577086,0.306349261695376,0.267909524560118,0.339640543170167,0.339640543170167,0.309918444594054,0.26434034166144,0.238187425984005,0.192609323051391,0.381649463204103,0.252053520203616,0.273057980220584,0.192609323051391,0.189040140152712,0.201326961610536,0.222331421627504,0.35192736462799,0.201326961610536,0.267909524560118,0.360645003187135,0.330922904611022,0.204896144509214,0.357075820288457,0.222331421627504,0.26434034166144,0.418509927577572,0.301200806034909,0.213613783068359,0.201326961610536,0.330922904611022,0.276627163119263,0.229093347424904,0.243335881644472,0.259191886000973,0.381649463204103,0.21004460016968,0.24690506454315,0.180322501593567,0.467280773408909,0.255622703102295,0.327353721712344,0.288913984577086,0.288913984577086,0.274671450357518,0.26434034166144,0.288913984577086,0.222331421627504,0.339640543170167,0.267909524560118,0.307962731832309,0.315066900254521,0.250097807441872,0.255622703102295,0.309918444594054,0.451801209052364,0.348358181729312,0.301200806034909,0.26434034166144,0.430420309035439,0.280196346017941,0.150600403017455,0.35192736462799,0.306349261695376,0.201326961610536,0.306349261695376,0.446276313391941,0.439514387594541,0.385218646102781,0.250097807441872,0.318636083153199,0.10502230008484,0.189040140152712,0.24690506454315,0.222331421627504,0.297631623136231,0.24690506454315,0.180322501593567,0.330922904611022,0.189040140152712,0.255622703102295,0.343209726068845,0.288913984577086,0.3106133312235,0.232959998417625,0.15530666561175,0.328593460751736,0.263610912574241,0.263610912574241,0.294261826730858,0.220289213789245,0.458558557106726,0.348237481358686,0.29794254659512,0.337583525515854,0.263610912574241,0.294261826730858,0.281591042102478,0.295537514059616,0.276281697202622
"Ggta1",0.0963046615256953,0.213613783068359,0.126026760101808,0.0963046615256953,0.138313581559631,0.180322501593567,0.138313581559631,0.117309121542663,0.189040140152712,0.0840178400678722,0.147031220118776,0.126026760101808,0.0840178400678722,0.138313581559631,0.147031220118776,0.147031220118776,0.154169585916133,0.0963046615256953,0.252053520203616,0.231049060186648,0.189040140152712,0.117309121542663,0.0420089200339361,0.0840178400678722,0.147031220118776,0.222331421627504,0.021004460016968,0.168035680135744,0.0753002015087273,0.14188276445831,0.117309121542663,0.159318041576599,0.10502230008484,0.150600403017455,0.150600403017455,0.147031220118776,0.0963046615256953,0.117309121542663,0.10502230008484,0.192609323051391,0.10502230008484,0.147031220118776,0.126026760101808,0.159318041576599,0.126026760101808,0.0963046615256953,0.159318041576599,0.171604863034423,0.159318041576599,0.180322501593567,0.0420089200339361,0.14188276445831,0.10502230008484,0.117309121542663,0.138313581559631,0.0840178400678722,0.10502230008484,0.192609323051391,0.231049060186648,0.21004460016968,0.288913984577086,0.159318041576599,0.150600403017455,0.120878304441342,0.150600403017455,0.234618243085327,0.201326961610536,0.189040140152712,0.201326961610536,0.0840178400678722,0.180322501593567,0.285344801678408,0.0420089200339361,0.171604863034423,0.0963046615256953,0.213613783068359,0.0630133800509041,0.168035680135744,0.168035680135744,0.126026760101808,0.213613783068359,0.10502230008484,0.0420089200339361,0.120975031590872,0.207618429160865,0.0649825481774949,0.0866433975699932,0.211299149025127,0.185957579768366,0.0993141821983733,0.0649825481774949,0.108304246962491,0.120975031590872,0.164296730375868,0.14263588098337,0.0866433975699932,0.173286795139986,0.151625945747488,0.151625945747488,0.173286795139986
"Arhgap15",1.43710886529478,1.4292989539708,1.27791887683317,1.51416060924226,1.32357579133245,1.29862570841685,1.2831681154321,1.40324650514173,1.15679911270549,1.26501415568905,1.22411298191272,1.43542311316027,1.36877745426511,1.42423141432718,1.22100099921558,1.24689788293888,1.37330108304064,1.49939663552228,1.25558353093938,1.33604220729541,1.39117589610447,1.07886220280313,1.15960848840561,1.39430554305761,1.35504673798866,1.47853408301757,1.32209160507488,1.42588949865563,1.38541523719196,1.27164419316103,1.11256451928257,1.63087600928694,1.4130843296856,1.42251716125177,1.31488012414511,1.41441865314331,1.30513924732927,1.42324277107517,1.20495775528478,1.46164791320574,1.39189457872924,1.46710401648633,1.30648968403761,1.47356593973277,1.28375834731235,1.29597898083639,1.54031352491969,1.34388663208465,1.25471724436811,1.44493824591086,0.971428938389924,1.26020054354939,1.46071543870069,1.20574262584333,1.51215328081453,1.29630859982831,1.52004622928156,1.15864834609451,1.40689692014736,1.50656699187828,1.38870183583052,1.49891371614961,1.21309169153277,1.48452187531378,1.05373252538239,1.52970896597864,1.46408084890591,1.4022383110582,1.33650941104701,1.34740419931734,1.53725267034639,1.26337871418031,1.47045893559935,1.3765626183192,1.14016132977863,1.33060114818799,1.28112163891872,1.35386849668146,1.14303380142435,1.35336098585415,1.43126679036955,1.39522799837583,1.42588949865563,1.30326301705198,1.46821124382653,1.33217014049281,1.2589673782429,1.56454968486643,1.48551134453109,1.28730685998289,1.12275398063189,1.44304010740359,1.33478590048382,1.2913829272707,1.29010723994194,1.35838230423374,1.34866931427683,1.45782854120694,1.42616523237029,1.29506364713496
"Zeb2",0.730767452131964,0.876219399488952,0.741575783766471,0.917126269699528,0.785688020508654,1.04106233672597,0.901653632541619,0.953233854073085,0.566778177833326,0.890838373708476,0.677325373578589,0.596023053471011,0.678938843715523,0.970433367939285,0.724140506648181,0.537056079257213,0.617027513487979,0.786676663760657,0.646648829125619,0.803009891055587,0.754964655047654,0.73680376810596,0.824356593697365,0.914794116937827,0.871548166766914,0.990094318446554,0.615790483351001,0.677096537525136,0.720947763749459,0.657799403384937,0.651172457901155,0.941323472615218,0.60559435496854,0.692192734683088,0.86626473079283,0.698706273595514,0.785916856562108,0.538158129080573,0.855692162410412,0.945994705337256,0.589738350612039,0.774867065241262,1.06134811411817,0.866023271106491,0.657934383698555,0.628554527747253,0.671323254979738,1.02534131268309,0.81529671251341,0.563585434934604,0.757808228122928,0.810490499477754,0.786676663760657,0.623789439285379,0.81529671251341,0.602784979268411,0.81049742667639,0.802874910741969,0.651172457901155,0.788390916836063,0.876219399488952,0.901435533545525,0.97036457555945,0.881502835463036,0.830776276869955,0.722903476511204,0.978142340509537,0.830641296556337,0.907897210826809,0.800919197980224,0.877456429625929,0.829162806733021,0.730425209507153,0.754104064910633,0.65873187788999,0.602401612069818,0.654741640799833,0.940086442478241,0.793303609244439,0.731997555070305,0.764058733606755,0.62979155788423,0.758364262628025,0.929434961134996,0.683804178088991,0.710282236226091,0.776928675482299,0.773247955618037,0.685328870719286,0.799469864780006,0.830765131661708,0.869761757857357,1.02874914333337,0.753992138761043,0.774128295523246,0.629336387305909,0.703309000247522,0.726319667723311,0.652272924027165,0.960167149719739
"Fmnl2",0.47747690179137,0.439514387594541,0.348358181729312,0.548105870578059,0.582634182189828,0.506096950544123,0.697476170657173,0.404267393358005,0.385218646102781,0.327353721712344,0.364214186085813,0.439514387594541,0.590114790611995,0.378840087503974,0.330922904611022,0.498239902121999,0.621073919325085,0.503764797782422,0.468382823232269,0.381649463204103,0.41298503191715,0.376501007543636,0.575872256392427,0.301200806034909,0.398607517383964,0.406223106119749,0.35868929042539,0.538293109394191,0.401074650459283,0.406223106119749,0.460518847611509,0.424895413375016,0.490240946187622,0.526247747622706,0.544059464740952,0.330922904611022,0.470473516307631,0.37612456754368,0.575872256392427,0.563585434934604,0.502527767645445,0.488285233425877,0.467280773408909,0.327353721712344,0.393936284661926,0.255622703102295,0.478713931928347,0.462132317748442,0.538534569080529,0.502527767645445,0.636553483681631,0.519485821825306,0.346778908967524,0.460518847611509,0.566778177833326,0.330922904611022,0.535819049120236,0.53544260912028,0.454993951951086,0.53544260912028,0.343209726068845,0.477954124729798,0.443083570493219,0.418133487577616,0.383639373340993,0.467280773408909,0.37612456754368,0.45694966471283,0.411371561780216,0.391980571900182,0.416177774815872,0.535819049120236,0.563585434934604,0.437558674832796,0.376501007543636,0.38288649334108,0.330922904611022,0.460142407611552,0.367406928984535,0.523532227662413,0.367406928984535,0.405846666119793,0.24690506454315,0.494554082206317,0.55585591051955,0.456541728321177,0.267291632438503,0.591463231869187,0.494554082206317,0.342539932708874,0.469212512949557,0.447551663557059,0.525204996362934,0.319603395987618,0.514058904364848,0.456541728321177,0.472505029063864,0.58233396865665,0.398532416122251,0.357227546122804
