"","Chrm3","Cdk6","Il1rapl2","Gda","Trpc6","Cd34","Plcl1","Rora","Mecom","Rnf220","Dock10","Sult1a1","Magi2","Dlg2","H2afy","Slco3a1","Tox","Itsn1","Txnip","Plxdc2","Flt3","Slc22a3","Pbx1","Mmrn1","2610307P16Rik","Maml3","Ptpre","Eya4","Mdga1","Prkg1","Mllt3","Arhgap15","Sox4","Tespa1","Med12l","Satb1","Pitpnc1","Clnk","Exoc6b","Mpl","Fam117a","Alcam","St3gal1","Vav3","Pan3","Top2a","Sgms1","Tbxas1","Rad51b","Stmn1","Dnmt1","Ncam2","Abcg3","Prdm16","C530008M17Rik","Airn","Tgm2","Plac8","Samd12","Nbea","Vwf","Hacd4","Pdgfd","Cavin2","Mpo","Atp8b4","Grb10","Sell","Plxnc1","Lhcgr","9530026P05Rik","Myof","Kcnb2","Slc9a9","BC035044","Hdac9","Pdzk1ip1","Csgalnact1","Cacnb2","Car2","Cysltr2","Apoe","Tgfbr3","Neat1","Irf2bp2","Nfia","Parp8","Cmtm7","Plscr4","Pard3b","Dst","Adgrg3","Tmsb10","Prkn","Dennd4a","Hlf","Ifitm1","Clec2d","Ikzf2","Oxr1","Meis1","Pcdh7","Slc18a2","Dach1"
"Vav3",0,0,0,0,0,0.189526184538653,0,0,0,0,0,0,0,0,0,0.229426433915212,0,0,0,0,0,0,0,-0.498753117206983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366583541147132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29925187032419,0,0,0,0,0,0,0,0,0,0,0.890274314214464,0,0,0,0,0,0,0,0,0,0
"Pan3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00748129675810474,0,0,0,0,0,0,0,0,0,0,0
"Top2a",0,0,0,0,0,0,0,0,0,0,0,0,0.366583541147132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615960099750623,0.364089775561097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695760598503741,0,0,0,0,0,0,0,0,-0.164588528678304,0
"Sgms1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.276807980049875,0,0,0,0,0,0,0,0.246882793017456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.369077306733167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tbxas1",0,0,0,0,0,-0.42643391521197,0,0,0,0,0,0,0,0,0,0,0,0,0.0922693266832918,0.411471321695761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670822942643391,0,0,-0.304239401496259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rad51b",0,0,0,0,0,0.922693266832918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72069825436409,0,0,0,0,0,0,0,0,0,0.723192019950125,0,0.391521197007481,0,0,0,0,0,0,0,0.57356608478803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stmn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149625935162095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498753117206983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224438902743142,0,0,0,0,0,0,0,0.102244389027431,0,0,0,0,0,0,0,0,0
"Dnmt1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755610972568579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ncam2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399002493765586,0,0,0,0,0,0,0,0,0
"Abcg3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448877805486284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553615960099751,0,0,0,0,0,0,0,0,0
"Prdm16",0,0,0,0,0,0,0,0,0,0,0,0,0,0.244389027431421,0,0,0,0,0,0,0,-0.488778054862843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246882793017456,0,0,0.0224438902743142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448877805486284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239401496259352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72069825436409,0,0,0,0
"C530008M17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501246882793017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.351620947630923,0,0,0,0,0,0,0.369077306733167,0,0
"Airn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177057356608479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960099750623441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.339152119700748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tgm2",0,0,0,0,0,0,0.0798004987531172,0,0,0,0,0,-0.85286783042394,0,0,0,0,0,0,0,0,0,0.476309226932668,0,0,0,0,0,0,0,0.0374064837905237,0,0,0,0,0,0,-0.471321695760599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827930174563591,0,0,0,0,0,0,0,0,0,0,0,-0.339152119700748,0,0,0,0,0,0,0,0,0.451371571072319,0.244389027431421,0,-0.281795511221945,0,0,0,0,0,0,-0.209476309226933,0,0,0,0,0,0,0,0,0,0,0
"Plac8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0374064837905237,0,0,0.339152119700748,0,0,0,0,0,0,0,0,-0.0399002493765586,0,0,0,-0.314214463840399,0,0,0,-0.0598503740648379,0
"Samd12",0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0,0,0.107231920199501,0,0,0,0,0,0,-0.491271820448878,0,0,0,-0.00997506234413965,0,0,0,0,0,0,-0.408977556109726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428927680798005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.369077306733167,0,0,0,0,0,0,0,0,0,0
"Nbea",0,-0.134663341645885,0,0,0,-0.593516209476309,0.41645885286783,0,0,0,0,0,0,0,0,-0.119700748129676,0,0,0,0.122194513715711,-0.0249376558603491,0,0,0,-0.773067331670823,-0.0648379052369077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27431421446384,0,-0.00748129675810474,0,0,0,0,0,0.533665835411471,0,0,0,-0.15211970074813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359102244389027,0,0,0,0,0,0,0.58354114713217,0,-0.471321695760599,0,0,0,0,0,0,0,0,0,0,0
"Vwf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.773067331670823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254364089775561,0,0,0,0,0,0,0,0,0
"Hacd4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0897755610972569,0,0,0.389027431421446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556109725685786,0,-0.159600997506234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pdgfd",0,0,0,0,0,-0.0997506234413965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.635910224438903,0,0,0,0,0.162094763092269,0,0,0,0,0,0,0,0,0,0,0.114713216957606,0,0,0,0,0.209476309226933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159600997506234,0,0,0.610972568578554,0,0,0,0,0,0,0,0,0,0,0,0,-0.0349127182044888,0,0,0,0,0
"Cavin2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71571072319202,0,0,0,0,0,0.271820448877805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mpo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451371571072319,0,0,0,0.229426433915212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122194513715711,0,0
"Atp8b4",0,0,0,0,0,0,0,0,-0.28927680798005,0.276807980049875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516209476309227,0,0,0,0,0,0,0,0,0.670822942643391,0,0,0,0,0,0,0,0,0,0.72069825436409,0,0,0.174563591022444,0,0,0,0,-0.433915211970075,0,0,0,0,0,-0.0623441396508728,0,0,0,0,0.86783042394015,0,0,0,0,0,-0.533665835411471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423940149625935,0,0,0,0,0,0,0,0,0,0.0349127182044888,0,0,0,0,0,0,0
"Grb10",0,0,0.172069825436409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912718204488778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466334164588529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114713216957606,0,0,0,0,0,0,0,0,0,0,0,0.890274314214464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sell",0,0,0,0,0,0.593516209476309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832917705735661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.635910224438903,0,0,0.199501246882793,0.144638403990025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plxnc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199501246882793,0,-0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104738154613466,0.391521197007481,0,0,0,0,0,0,0,0,0,0,0,0,-0.189526184538653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381546134663342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.309226932668329,0
"Lhcgr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4214463840399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9530026P05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174563591022444,0,0,0,0,0,0,0.28927680798005,0,0,0,0,0,0.029925187032419,0,0,0,0,0,0,0,0,0,-0.0498753117206983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773067331670823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.192019950124688,0,0,-0.219451371571072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myof",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399002493765586,0,0,0,0,0,0,0,-0.084788029925187,0.164588528678304,0,0,0,0,0,0,0,0,0
"Kcnb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.566084788029925,0,0,-0.057356608478803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216957605985037,0
"Slc9a9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.688279301745636,0,0,0,0,0,-0.733167082294264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329177057356608,0,0,0,-0.029925187032419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.955112219451372,0,0,0,0,0,0,0,0,0
"BC035044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723192019950125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.269326683291771,0,0,0,0,0,0,0,0,-0.748129675810474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.630922693266833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28428927680798,0,0,0,-0.451371571072319,0,0.281795511221945,0.28927680798005,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.55860349127182,0,-0.483790523690773,0
"Hdac9",0,0,0,0,0,0,0,0,0,0,0,0,0.581047381546135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695760598503741,0,0,0.798004987531172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.309226932668329,0
"Pdzk1ip1",0,0,0,0,0,-0.271820448877805,0,0,0,0,-0.286783042394015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.576059850374065,-0.496259351620948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.57356608478803,-0.516209476309227,0,0,0,0,0,0,0,0,0.655860349127182,0
"Csgalnact1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546134663341646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334164588528678,0,0,0,0,0,0,0,0,0,0,0.169576059850374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cacnb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.458852867830424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122194513715711,0.0598503740648379,0
"Car2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.361596009975062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102244389027431,0,0,0,0,0,0,0.805486284289277,0,0,-0.231920199501247,0,0,0,0,-0.00748129675810474,0,0,0,0,0,0,0,0,0,0,0,-0.264339152119701,0,0,0,0,0,0,-0.640897755610973,0,0.316708229426434,0,0,0,0,0,0,0,0,0,-0.493765586034913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cysltr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695760598503741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0548628428927681,0,0
"Apoe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.695760598503741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tgfbr3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341645885286783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00748129675810474,0,0,0,0,0,0,0,0,0,0,0
"Neat1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548628428927681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224438902743142,0,0,0,0,0,0,0,0,0,0,0,0,-0.206982543640898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0723192019950125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351620947630923,0,0,0,0,0,0,0,0,0
"Irf2bp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182044887780549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144638403990025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43640897755611,0
"Nfia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0698254364089776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86783042394015,0,0,0,0,0,0,0,0,0,0,0
"Parp8",0,0.134663341645885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528678304239402,0,0,0,0,0,0,0,0.551122194513716,0,0.112219451371571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403990024937656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.473815461346633,0
"Cmtm7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029925187032419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1571072319202,0,0,0.43640897755611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.463840399002494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55860349127182,0,0
"Plscr4",0,0,0,0.605985037406484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109725685785536,0,0,0,0,0,0,0,0.663341645885287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396508728179551,0,0,0,0,0,0,0,0,0.281795511221945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pard3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506234413965087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dst",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922693266832918,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.326683291770574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748129675810474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785536159600998,0,0
"Adgrg3",0,0,0,0,0,0.783042394014963,0,0,0,0,0,0,0,0,0,0,0,0,-0.326683291770574,0,0,0,0,0,0.109725685785536,0,0,0,0,0,0,0,0,0,0,0.0698254364089776,0,0,0,0,0,0,-0.890274314214464,0,0.640897755610973,0,0,0,0.805486284289277,0,0,0,0,0,0,0.770573566084788,0,0.0972568578553616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmsb10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.304239401496259,0,0
"Prkn",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.344139650872818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0822942643391521,0,0,0,0,0,0,0,0,0,0,0,0.718204488778055,0,0,0,0,0,0,0,0,0
"Dennd4a",0,0,0,0,0,0,0,0,0,0,0,0,0,0.107231920199501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493765586034913,0,0,0,0,0,0.057356608478803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.865336658354115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hlf",0,-0.688279301745636,0,0,0.239401496259352,0,0,0.423940149625935,0.907730673316708,0,0,0,0,0,0,0,0.805486284289277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174563591022444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773067331670823,0,0,0,0,0,0,0,0,0,0,0.897755610972569,0,0,0,0,0,0,0,0,0,0,0,0,0.117206982543641,0,0.930174563591022,0,0,0,0,0.164588528678304,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ifitm1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.807980049875312,0,0,0,-0.463840399002494,0,0,0,0,0,0,0,0,0,0,0,-0.758104738154613,0.496259351620948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27431421446384,0,0,0,0,0,0,0,0.364089775561097,0,0,0,0,0,-0.0598503740648379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72568578553616,0,0,0,0,0,0,0,0
