"","Chrm3","Cdk6","Il1rapl2","Gda","Trpc6","Cd34","Plcl1","Rora","Mecom","Rnf220","Dock10","Sult1a1","Magi2","Dlg2","H2afy","Slco3a1","Tox","Itsn1","Txnip","Plxdc2","Flt3","Slc22a3","Pbx1","Mmrn1","2610307P16Rik","Maml3","Ptpre","Eya4","Mdga1","Prkg1","Mllt3","Arhgap15","Sox4","Tespa1","Med12l","Satb1","Pitpnc1","Clnk","Exoc6b","Mpl","Fam117a","Alcam","St3gal1","Vav3","Pan3","Top2a","Sgms1","Tbxas1","Rad51b","Stmn1","Dnmt1","Ncam2","Abcg3","Prdm16","C530008M17Rik","Airn","Tgm2","Plac8","Samd12","Nbea","Vwf","Hacd4","Pdgfd","Cavin2","Mpo","Atp8b4","Grb10","Sell","Plxnc1","Lhcgr","9530026P05Rik","Myof","Kcnb2","Slc9a9","BC035044","Hdac9","Pdzk1ip1","Csgalnact1","Cacnb2","Car2","Cysltr2","Apoe","Tgfbr3","Neat1","Irf2bp2","Nfia","Parp8","Cmtm7","Plscr4","Pard3b","Dst","Adgrg3","Tmsb10","Prkn","Dennd4a","Hlf","Ifitm1","Clec2d","Ikzf2","Oxr1","Meis1","Pcdh7","Slc18a2","Dach1"
"Top2a",0,0,0,0,0,0,0,0,0,0,0,0,0.498753117206983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0374064837905237,0,0,0,0,0,0,0,-0.251870324189526,0,0,0,0,0,0,0.167082294264339,0.0548628428927681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249376558603491,0,0,0
"Sgms1",0,0,0,0,0.249376558603491,0,0,0,0,0,0,0,0,0.401496259351621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695760598503741,0,0,-0.119700748129676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600997506234414,0,0.182044887780549,0,-0.528678304239402,0,0,0,0,-0.0174563591022444,0,0,0,0,0,0,0,0,0,0,0
"Tbxas1",0,0,0,0,0,0,0.296758104738155,0,0,0,0,0,0,0,0,0,0,0,0,0.236907730673317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740648379052369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122194513715711,0,0,0,0,0,0,0,0.905236907730673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.239401496259352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rad51b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.241895261845387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199501246882793,0,0,0,-0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.251870324189526,0,0,-0.249376558603491,0,0,0
"Stmn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0773067331670823,0,0,-0.521197007481297,0,0,0.249376558603491,0,0,0,0,0,0,0,0,0,-0.43640897755611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249376558603491,0,0,0,0
"Dnmt1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249376558603491,0,0,0,0,0,0,0,0,0,-0.391521197007481,0,0,0,0,0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0723192019950125,-0.109725685785536,0,0,0
"Ncam2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216957605985037,0,0,-0.00748129675810474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523690773067332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159600997506234,0,0,0,0,0,0,0,0,0.0897755610972569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abcg3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346633416458853,0,0,-0.770573566084788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prdm16",0,0,0,0,0,-0.940149625935162,0,0,0,0,0,0,0,0,0,0,0.86783042394015,0,0,0,0,0,0,0.326683291770574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56857855361596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219451371571072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593516209476309,0,0,0.56359102244389,0,0,0,0,-0.0498753117206983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249376558603491
"C530008M17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251870324189526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418952618453865,0,0,0,0,0,0,0,0,0,0,-0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Airn",0,0,0.231920199501247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673316708229426,0,0,0,0,0,0,0,0,0,-0.027431421446384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603491271820449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154613466334165,0
"Tgm2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486284289276808,0,0,0,-0.399002493765586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423940149625935,0.226932668329177,0,0.640897755610973,0,0,0,0,0,0,0,0,0,0,-0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plac8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.618453865336658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349127182044888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.346633416458853,0,0,0,0,0,0,0,0,0.895261845386534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.817955112219451,0,0,0,0,0,-0.124688279301746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Samd12",0,0,0,0,0,0,0,0,0.114713216957606,0,0,0,0,0,0,-0.842892768079801,0,0,0,0,0,0,0,0,0,0,-0.13715710723192,0,0,0.905236907730673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.880299251870324,0,0,0,0,0,0,0,0,0.548628428927681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.57356608478803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nbea",0,-0.14214463840399,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.56857855361596,0,0,0,0,0,-0.897755610972569,0,0,0,0,0,0,0,0,0,0,-0.341645885286783,0,0,0,0,0,0,0,0,0,0,0,0,-0.112219451371571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952618453865337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vwf",0,0,0,0,0,0,0.0324189526184539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668329177057357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249376558603491,0,0,0,0,0,0,0,0.057356608478803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224438902743142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hacd4",0,0,0,0,0,0,0,0,0,-0.638403990024938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.376558603491272,0,0,0,0,0,0,0,0,-0.413965087281795,0,0,0,0,0,0,0,0,0,0,0,-0.219451371571072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947630922693267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pdgfd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71571072319202,0
"Cavin2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144638403990025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55860349127182,0,0,0,0,0,0,0,0,0,0,0.249376558603491,0,0,0,0
"Mpo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349127182044888,0,0,0,0,0,0,0,0,0,0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.401496259351621,0,0,0,0,0.369077306733167,0,0.890274314214464,0,0,0,0,0.259351620947631,0,0,0,-0.780548628428928,0,0,0,0,0,0,0,0
"Atp8b4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159600997506234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119700748129676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0947630922693267,0,0
"Grb10",0.00997506234413965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114713216957606,0,0,0,0,0,0,0.493765586034913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478802992518703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sell",0,0,0,0,0,0.553615960099751,0,0,0,0,0,0,0,0,0,0.239401496259352,0,0,0,0,0,0.28927680798005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5785536159601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plxnc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610972568578554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997506234413965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.473815461346633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249376558603491,0,0,0.112219451371571
"Lhcgr",0.927680798004987,0,0,0,0,0,0.56857855361596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.221945137157107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177057356608479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448877805486284,0,0,0,0,0,0,0,0,0,0,0,0
"9530026P05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249376558603491,0,0,0,0,0,0,0,0,0,0,-0.244389027431421,0,0,0,0,0,0,0,0,0,0,0.608478802992519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249376558603491,0,0,0,0,0.154613466334165,0.271820448877805,0,0,0,0,-0.249376558603491,0,0,0
"Myof",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0922693266832918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0972568578553616,0,0,0,0,-0.356608478802993,0.209476309226933,0,0,0,0.807980049875312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783042394014963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc9a9",0,0,0,0,0,0,0,-0.124688279301746,0,0,0,0,0,0,0,0,0,0,-0.690773067331671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199501246882793,0,0,0,0,0,0,0,0,0,0.159600997506234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00748129675810474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531172069825436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BC035044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743142144638404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.897755610972569,0,0,0
"Hdac9",0.406483790523691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.800498753117207,0,0,0,0,0,0.598503740648379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493765586034913,0,0,0,0,0,0
"Pdzk1ip1",0,0,0,0,0,-0.164588528678304,0,0,0,-0.189526184538653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.251870324189526,0,0,0,0,0,0,0,0.1571072319202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csgalnact1",0,0,0,0,0.389027431421446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139650872817955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276807980049875,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.187032418952618,0,0,0,0,0,0,0,0,0,0,0,0.0399002493765586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cacnb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.281795511221945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339152119700748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351620947630923,0,0,0
"Car2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231920199501247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271820448877805,0,0,0,0.139650872817955,0,0,0,0
"Cysltr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00498753117206983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199501246882793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.511221945137157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apoe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.481296758104738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304239401496259,0,0,0,0,0,0,0,0,0,0,0,0,0.603491271820449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tgfbr3",0,0,0,0,0,0,0,0,0,0,-0.144638403990025,0,0,0.0498753117206983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249376558603491,0,0,0,0,0,0,0,0,0,-0.546134663341646,0,0,0,0,0,0.423940149625935,0,0,0,0,0,0,0,0,0,-0.643391521197007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neat1",0,0,0.516209476309227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376558603491272,0,0.807980049875312,0,0,0,0.00498753117206983,0,0,0,0,0,0,0,0,0,0,0,0,0.13216957605985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14214463840399,0,0,0,0,0,0,0,0.498753117206983,0,0,0,0,0,0,0
"Irf2bp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nfia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.508728179551122,0,0,0,0,0,0,0,0,0,-0.610972568578554,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249376558603491,0,0,0,-0.0872817955112219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.361596009975062,0,0,0,0.618453865336658,0,0,0,0,0.513715710723192,0,0,0.685785536159601
"Parp8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029925187032419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.084788029925187,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199501246882793,0,0,0,0,0,0,0.396508728179551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cmtm7",-0.653366583541147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790523690773067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623441396508728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139650872817955,0,0,0,0,0,-0.613466334164589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plscr4",0,0,0,0,0,0,0,0.890274314214464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184538653366584,0,0,0,0,0,0,0.0897755610972569,-0.197007481296758,0,0,0,0,0,0.0523690773067332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471321695760599,0.226932668329177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216957605985037,0,0,0,0,0,0,0,0,0,0,0
"Pard3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.698254364089776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.880299251870324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.371571072319202,0,0,0,0,0.271820448877805,0,0,0,0,0,-0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211970074812968,0,0,0,0
"Dst",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057356608478803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117206982543641,0,0,0.201995012468828,0,0,0,0,0,-0.00997506234413965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364089775561097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249376558603491,0,0,0,0
"Adgrg3",0,0,0,0,0,0,0,0,0,0.286783042394015,0,0,0,0,0,0.239401496259352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349127182044888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4214463840399,0,-0.0947630922693267,0,-0.0473815461346633,0,0,0,-0.27930174563591,-0.822942643391521,0
"Tmsb10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122194513715711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807980049875312,0,0,0,0,0.698254364089776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0822942643391521,0
"Prkn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199501246882793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341645885286783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennd4a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.329177057356608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28428927680798,0,0,0,0,0.668329177057357,-0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hlf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0897755610972569,0,0,0,0,0,0,0,-0.127182044887781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70573566084788,0,0.379052369077307,0
"Ifitm1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418952618453865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169576059850374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec2d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172069825436409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85286783042394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865336658354115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
